title,year,genre,duration
Ay Juancito,2004,Biography,115
Kasam Paida Karne Wale Ki,1984,Action,145
Kleinruppin forever,2004,Comedy,103
Strike Force,2003,Action,96
The Malibu Beach Vampires,1991,Adventure,96
Monobloc,2005,Drama,83
Nayee Padosan,2003,Comedy,136
Post Impact - Il giorno dopo,2004,Action,90
Strade selvagge,1979,Action,100
Próxima Salida,2004,Drama,110
Rick,2003,Comedy,100
Saudade - Sehnsucht,2003,Romance,80
Sansa,2003,Drama,116
Shara,2003,Drama,100
Sie haben Knut,2003,Drama,107
Freeze Frame,2004,Crime,99
Trauma,2004,Drama,93
Travail d'arabe,2003,Comedy,88
La caduta - Gli ultimi giorni di Hitler,2004,Biography,156
Waildeu kadeu,2003,Action,117
Zatôichi,2003,Action,116
Bright Future,2002,Drama,115
Christmas on Mars,2008,Music,83
Padre e figlio,2003,Drama,97
Madhouse,2004,Horror,91
Malice@Doll,2001,Animation,78
Una pazza giornata a New York,2004,Comedy,91
Zi hu die,2003,Drama,127
Sexo con Amor,2003,Comedy,108
Alle cinque della sera,2003,Drama,105
Aan: Men at Work,2004,Action,149
Abdülhamit düserken,2002,Drama,121
Bewafaa,2005,Drama,151
Beyond the Sea,2004,Biography,118
Black Cloud,2004,Drama,97
Più grande del cielo,2005,Comedy,106
Commando,1988,Action,149
Confidenze troppo intime,2004,Drama,104
Coolie No. 1,1991,Action,146
L'alba dei morti viventi,2004,Action,101
The Legend of Diablo,2003,Thriller,85
Dilwaala,1986,Action,160
Dismembered,2003,Action,90
Down to the Bone,2004,Drama,104
Elephant,2003,Crime,81
From Other Worlds,2004,Comedy,88
Gönderilmemis mektuplar,2002,Drama,110
Hatya,1988,Action,151
Jenin Jenin,2003,Fantasy,54
Joggers' Park,2003,Comedy,133
Kilichundan Mampazham,2003,Comedy,154
Lightning Bug,2004,Drama,97
Le cronache di Narnia - Il leone la strega e l'armadio,2005,Adventure,143
Lovesick,2005,Drama,93
Lymelife,2008,Comedy,95
Mon père est ingénieur,2004,Drama,108
Mumbai Se Aaya Mera Dost,2003,Action,146
O Simdi Asker,2003,Comedy,125
Perduto amor,2003,Drama,115
King of the Corner,2004,Comedy,93
A Rózsa énekei,2003,Drama,98
Secret Window,2004,Drama,96
Identità violate,2004,Crime,103
Adventures of Tarzan,1985,Action,135
Tesó,2003,Comedy,84
L'île de Black Mór,2004,Animation,85
Un film parlato,2003,Comedy,96
Vénus et Fleur,2004,Drama,76
Wild Side,2004,Drama,93
20h17 rue Darling,2003,Drama,101
Billa,1980,Action,175
Cheotsarang sasu gwolgidaehoe,2003,Comedy,108
El cielito,2004,Drama,93
Le passeggiate al Campo di Marte,2005,Biography,116
Dev,2004,Drama,172
Donya,2003,Comedy,108
The Final Cut,2004,Drama,95
Gahi be aseman negah kon,2003,Comedy,92
Gav khuni,2003,Drama,96
The Gingerdead Man,2005,Comedy,70
Ju-on - Rancore,2002,Horror,92
Jailbait,2004,Drama,90
Jopog manura 2: Dolaon jeonseol,2003,Action,110
Kasethan Kadavulada,1972,Comedy,135
The Keeper,2004,Crime,95
Amami se hai coraggio,2003,Comedy,93
Le monde vivant,2003,Fantasy,70
Mr. Romeo,1996,Action,162
Nafas-e amigh,2003,Drama,86
Neo Ned,2005,Drama,97
Oldboy,2003,Action,120
Once More,1997,Comedy,160
Picture of Dorian Gray the - Il ritratto del male,2004,Drama,90
Plan,2004,Action,149
The Unknown,2005,Thriller,85
Qayamat: City Under Threat,2003,Action,156
Virumandi,2004,Action,175
Seven Times Lucky,2004,Crime,85
Thee,1981,Action,160
Palle al balzo - Dodgeball,2004,Comedy,92
Unearthed,2004,Horror,126
Veedevadandi Babu,1997,Comedy,138
Whirlygirl,2006,Drama,99
Without a Paddle - Un tranquillo week-end di vacanza,2004,Adventure,95
Yeokjeone sanda,2003,Comedy,110
Sub Terra,2003,Drama,105
2BPerfectlyHonest,2004,Comedy,88
Art School Confidential - I segreti della scuola d'arte,2006,Comedy,102
The Assassination,2004,Biography,95
Babylon A.D.,2008,Action,90
Bangkok Kill City,2001,Horror,130
Ben & Arthur,2002,Drama,85
Boricua,2004,Drama,100
Everyday People,2004,Drama,91
Sivi kamion crvene boje,2004,Adventure,95
Gioco d'incontri,2005,Comedy,95
A Dirty Shame,2004,Comedy,89
Angeli caduti,2003,Drama,109
Luci nella notte,2004,Crime,105
Fighting Fish,2004,Action,90
Fire Over Afghanistan,2003,Action,92
GhostWatcher,2002,Horror,94
Licantropia,2004,Drama,94
Golemata voda,2004,Drama,93
Grimm,2003,Adventure,103
Hair High,2004,Animation,78
Two Sisters,2003,Drama,114
I giorni in cui non esisto,2002,Drama,114
Kai wang chun tian de di tie,2002,Drama,93
Kill the Poor,2003,Drama,85
Kiss of Life,2003,Drama,100
Liquid Bridge,2003,Action,98
Man with the Screaming Brain,2005,Comedy,90
Las mantenidas sin sueños,2005,Comedy,97
Marie e Bruce - Finchè divorzio non vi separi,2004,Comedy,90
Mat-iss-neun Sek-seu Keu-ri-go Sa-lang,2003,Drama,85
The Matador,2005,Comedy,96
Monster Man,2003,Adventure,95
Moon Child,2003,Action,120
Ne poslat li nam... gontsa?,1998,Adventure,99
Filmatron,2007,Sci-Fi,92
The Passing,1983,Drama,96
Dinocroc,2004,Action,90
La profezia delle ranocchie,2003,Animation,90
Ding-a-ling-Less,2001,Comedy,81
Rectuma,2003,Comedy,95
Il Barone Rosso,2008,Action,106
Revolver,2005,Action,111
Samounistuvanje,1996,Comedy,97
Syriana,2005,Drama,128
L'alba dei morti dementi,2004,Comedy,99
Delitti: Tracce Allusive,2003,Comedy,100
Soccer Dog: European Cup,2004,Comedy,88
Tie chao ren,1975,Action,84
Svidd neger,2003,Comedy,87
Tenacious D e il destino del rock,2006,Adventure,93
The myth - Il risveglio di un eroe,2005,Action,122
Tooth,2004,Family,91
Uncle P,2007,Comedy,88
Litigi d'amore,2005,Comedy,118
La preda perfetta,2014,Action,114
The Watermelon Heist,2003,Comedy,88
A Way of Life,2004,Drama,91
Westender,2003,Drama,105
Whiteout - Incubo bianco,2009,Action,101
Winter Solstice,2004,Drama,90
SDF - Street Dance Fighters,2004,Drama,95
Zero Day,2002,Drama,92
Zurdo,2003,Adventure,110
El abrazo partido: L'abbraccio perduto,2004,Comedy,99
Anaconda - Alla ricerca dell'orchidea maledetta,2004,Action,97
Stalin,2006,Action,168
Calcutta Mail,2003,Drama,128
Caterina va in città,2003,Comedy,107
Sins of the Realm,2003,Fantasy,99
The Call - Non rispondere,2003,Horror,112
Chokher Bali,2003,Drama,167
Deadly Stingers,2003,Comedy,73
Erbsen auf halb 6,2004,Comedy,111
Fi baitina rajul,1961,Drama,159
Fighting Tommy Riley,2004,Drama,109
5 bambini & It,2004,Adventure,89
Galpa Holeo Satyi,1966,Comedy,104
Fish Without a Bicycle,2003,Comedy,97
Breaking Dawn,2004,Horror,87
Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,2003,Action,91
Goldfish Memory,2003,Comedy,85
La grande seduzione,2003,Comedy,108
Géminis,2005,Drama,85
Happy Feet,2006,Animation,108
American Trip - Il primo viaggio non si scorda mai,2004,Adventure,88
Dead scared - Iniziazione mortale,2004,Comedy,87
Hob el banat,2003,Comedy,110
Hymypoika,2003,Drama,104
La parola all'accusa,2003,Crime,95
Inkaar,1977,Mystery,135
Inuyasha the Movie - Il castello al di là dello specchio,2002,Action,99
Ishayat hub,1961,Comedy,120
The Jacket,2005,Drama,103
Janasheen,2003,Musical,162
Jedna ruka netleská,2003,Comedy,103
Ka la shi tiao gou,2003,Comedy,100
Kanzen-naru shiiku: Onna rihatsushi no koi,2003,Drama,103
Ken,1964,Drama,94
Lapsia ja aikuisia - Kuinka niitä tehdään?,2004,Comedy,102
Lethal,2005,Action,90
Lou she oi sheung mao,2003,Romance,92
La sorgente del fiume,2004,Drama,170
Lost Things,2003,Horror,83
Manden bag døren,2003,Drama,93
Meet Market,2004,Comedy,78
Millions,2004,Comedy,98
Mirrormask,2005,Adventure,101
L'estate di George,2003,Comedy,85
Nachbarinnen,2004,Drama,88
Ojos que no ven,2003,Crime,95
Okkadu,2003,Action,170
Ömerçip,2003,Comedy,94
Ora o mai più,2003,Comedy,96
Out of Season,2004,Crime,105
Parwana,2003,Action,112
Patalghar,2003,Sci-Fi,141
Penetration Angst,2003,Comedy,102
Piazza delle cinque lune,2003,Drama,90
Pippi Långstrump,1969,Adventure,100
Il posto dell'anima,2003,Comedy,106
Il pranzo della domenica,2003,Comedy,96
Pride and Prejudice,2003,Comedy,104
Rudraksh,2004,Action,143
Saanjhbatir Roopkathara,2002,Drama,120
La canzone più triste del mondo,2003,Comedy,100
Saint Ange,2004,Drama,98
Shortbus - Dove tutto è permesso,2006,Comedy,101
Sin ton ni Sonia,2003,Comedy,113
Senza destino,2005,Drama,140
Soul plane - Pazzi in aeroplano,2004,Comedy,86
Spin the Bottle,2003,Comedy,90
Spymate,2003,Adventure,81
Il calamaro e la balena,2005,Comedy,81
Straight-Jacket,2004,Comedy,96
Sotto falso nome,2004,Drama,105
San jaat si mooi,2002,Comedy,103
Una luce dal passato,2004,Drama,210
Target,2004,Action,84
13 Dead Men,2003,Action,85
Shogun's Sadism,1976,Drama,80
La casa dei massacri,2004,Horror,95
Tre solar,2004,Drama,102
Heung joh chow heung yau chow,2003,Comedy,95
Tödlicher Umweg,2004,Thriller,100
I colori dell'anima,2004,Biography,128
Utopía,2003,Fantasy,106
Vai~E~Vem,2003,Comedy,175
La vida mancha,2003,Drama,127
Vieraalla maalla,2003,Comedy,91
Waaris,1988,Drama,150
Porky Hospital,2004,Comedy,90
Perfect Blue,2002,Drama,103
Wake of Death - Scia di morte,2004,Action,91
After the Sunset,2004,Action,97
Agent Sinikael,2002,Adventure,78
Anbe Sivam,2003,Adventure,160
Al-bahth an fadiha,1973,Comedy,106
L'isola dei sogni,2006,Drama,99
Cavedweller,2004,Drama,101
La fabbrica di cioccolato,2005,Adventure,115
Zhui ma lao,2003,Action,97
City Dragon,1995,Action,98
Didi o Cupido Trapalhão,2003,Comedy,86
D.E.B.S. - Spie in minigonna,2004,Action,91
Deuce Bigalow - Puttano in saldo,2005,Comedy,83
Dil,2003,Action,180
Van Helsing - Dracula's Revenge,2004,Horror,86
Hallesche Kometen,2005,Drama,83
How to Get the Man's Foot Outta Your Ass,2003,Biography,109
Ghost of the Needle,2003,Horror,86
O Homem Que Copiava,2003,Comedy,123
Las horas del día,2003,Drama,103
Os Imortais,2003,Action,130
Indiana Jones e il regno del teschio di cristallo,2008,Action,122
Ju-on 2 - La maledizione,2003,Drama,92
Hannibal Lecter - Le origini del male,2007,Adventure,121
The Legend of Johnny Lingo,2003,Action,92
Lisbela e o Prisioneiro,2003,Comedy,106
The M.O. Of M.I.,2002,Drama,90
The Manchurian Candidate,2004,Drama,129
Mes enfants ne sont pas comme les autres,2003,Drama,86
A Miami Tail,2003,Comedy,84
Mors Elling,2003,Comedy,78
Niki Ardelean colonel în rezerva,2003,Drama,99
November,2004,Drama,73
Romance & Cigarettes,2005,Comedy,105
The Room,2003,Drama,99
Sahasa Veerudu Sagara Kanya,1996,Action,139
School for Seduction,2004,Drama,104
Season of the Hunted,2003,Action,96
Sex Lives of the Potato Men,2004,Comedy,82
Shiner,2004,Drama,89
Stacy,2001,Comedy,80
Sumerki zhenskoy dushi,1913,Drama,48
Ang tanging Ina,2003,Comedy,95
This Is Not a Film,2003,Comedy,88
3-Way,2004,Crime,88
Trouble,2005,Thriller,98
Vaalee,1999,Romance,158
Virgin,2003,Drama,114
The Virgin of Liverpool,2003,Adventure,91
Echoes of Innocence,2005,Romance,118
The Village,2004,Drama,108
50 Ways to Leave Your Lover,2004,Comedy,95
Abar Aranye,2003,Drama,123
Acne,2000,Comedy,65
Le avventure della piccola Ociee Nash,2003,Adventure,87
Albert est méchant,2004,Comedy,85
Americano,2005,Comedy,95
Io lei e i suoi bambini,2005,Adventure,95
Asambhav,2004,Action,139
Nyfes,2004,Drama,128
Stage Beauty,2004,Drama,106
Crab Orchard,2005,Drama,90
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,Animation,68
Les Dalton,2004,Comedy,86
Direct Action,2004,Action,97
Disi duboko,2004,Drama,80
Elizabethtown,2005,Comedy,123
The Fever,2004,Drama,83
Gwiyeowo,2004,Drama,116
Haan chin ga chuk,2002,Comedy,101
Ingannevole è il cuore più di ogni cosa,2004,Drama,98
Io non sono qui,2007,Biography,135
Identity Kills,2003,Crime,81
Jajantaram Mamantaram,2003,Action,122
Karsilasma,2003,Drama,127
L'ultima porta,2004,Drama,93
Il magnifico straniero,1966,Western,93
Makai tenshô,2003,Action,106
Moving Malcolm,2003,Comedy,83
Namnam buknyeo,2003,Drama,106
Il mistero dei Templari,2004,Action,131
Ngo ga yau yat chek hiu dung see,2002,Comedy,100
Nijam,2003,Action,196
Ong-Bak - Nato per combattere,2003,Action,108
Osama,2003,Drama,83
Perico ripiao,2003,Comedy,94
Principe azzurro cercasi,2004,Comedy,113
Iluzija,2004,Drama,107
Shubho Mahurat,2003,Crime,150
Sleepover,2004,Comedy,89
Stella í orlofi,1986,Comedy,84
Szezon,2004,Comedy,89
Tiempo real,2002,Crime,90
Udhaya,2004,Action,122
The Unborn,2003,Horror,108
Un giorno per sbaglio,2005,Crime,85
Infernal Affairs II,2003,Action,119
Tvilling,2003,Drama,91
Alone in the Dark,2005,Action,99
Bal-Can-Can,2005,Action,89
Bos besik,1969,Drama,75
Killer Diller,2004,Drama,95
Boys Life 4: Four Play,2003,Comedy,83
Collateral,2004,Crime,120
Ddong gae,2003,Drama,101
Dead Meat,2004,Action,80
The Horror Vault,2008,Horror,111
Tutti insieme inevitabilmente,2008,Comedy,88
Dick & Jane - Operazione furto,2005,Comedy,90
Hawa,2003,Horror,129
Jurassic World,2015,Action,124
Un padre per mio figlio,2003,Drama,169
Kyoki no sakura,2002,Action,121
Una canzone per Bobby Long,2004,Drama,119
Mare dentro,2004,Biography,126
Mido mashakel,2003,Comedy,100
Quel mostro di suocera,2005,Comedy,101
Moscow Heat,2004,Action,90
Pao zhi nu peng you,2003,Comedy,91
Operation Balikatan,2003,Action,88
AFR,2007,Drama,83
Science Fiction,2003,Comedy,112
Shallow ground - Misteri sepolti,2004,Horror,97
Soför Nebahat,1960,Comedy,117
Strangers with Candy,2005,Comedy,97
Ultraviolet,2006,Action,88
La spada dell'Islam,1961,Drama,97
The Yellow Sign,2001,Horror,47
Yeogo goedam 3: Yeowoo gyedan,2003,Horror,97
32A,2007,Drama,89
Nain souruzu,2003,Adventure,120
Aelit Zizi,1963,Comedy,90
Alien vs. Predator,2004,Action,101
Anbe Vaa,1966,Comedy,174
Apám beájulna,2003,Adventure,90
Bom-nal-eui gom-eul jong-a-ha-se-yo?,2003,Comedy,98
Sword in the Moon,2003,Action,102
Renai shashin,2003,Comedy,111
De dominee,2004,Biography,110
Elle est des nôtres,2003,Drama,98
February,2003,Drama,108
Magyar vándor,2004,Adventure,109
Maryam va Mitil,1993,Drama,100
Mo li hua kai,2004,Drama,130
Mysterious Skin,2004,Drama,105
Nine Lives,2004,Drama,74
Orpheus & Eurydice,2000,Action,124
Pour le plaisir,2004,Comedy,82
El sahera el saghira,1963,Comedy,85
Shooting Livien,2005,Drama,90
El shoumou el sawdaa,1962,Drama,140
Singles,2003,Comedy,110
Spanglish - Quando in famiglia sono in troppi a parlare,2004,Comedy,131
Stay - Nel labirinto della mente,2005,Drama,99
Sung horn,2003,Horror,80
Oro rosso,2003,Crime,97
Tales from Beyond,2004,Drama,115
L'uomo di Budapest,2004,Drama,127
Tetsujin niju-hachigo,2005,Action,113
Le Furet,2003,Comedy,88
Watermark,2003,Crime,76
Window Theory,2005,Comedy,87
Asterix e i vichinghi,2006,Animation,78
Ave Kallu,1967,Musical,163
Dal profondo delle tenebre,2005,Drama,96
Vida de Menina,2003,Drama,101
Buddy,2003,Comedy,100
Chicken Little - Amici per le penne,2005,Animation,81
Dharma Poratam,1983,Musical,140
Dom,2003,Drama,91
Il fachiro di Bilbao,2004,Adventure,88
Forbidden Warrior,2005,Adventure,91
Games People Play,2004,Comedy,97
Hierankl,2003,Crime,93
Hirer Angti,1992,Drama,111
Guida galattica per autostoppisti,2005,Adventure,109
Hungama,2003,Comedy,153
The Zodiac,2005,Crime,92
Iron Man,2008,Action,126
Kaze no jûtan,2003,Drama,111
Khel,2003,Action,174
Near Death,2004,Fantasy,95
The Nun,2005,Drama,101
Piccadilly Jim,2004,Comedy,97
www.XXX.com,2003,Drama,105
Piovono mucche,2002,Drama,90
The Purifiers,2004,Action,85
Qui perd gagne!,2003,Mystery,92
The Ride,2003,Drama,90
Rottweiler,2004,Action,95
Saaya,2003,Drama,135
Sequestro lampo,2005,Action,90
Skoro sasvim obicna prica,2003,Comedy,80
The Devil's Muse,2007,Crime,99
Adam & Steve,2005,Comedy,99
Bednyy bednyy Pavel,2003,Drama,103
The Bourne Supremacy,2004,Action,108
Clipping Adam,2004,Drama,90
Indovina chi,2005,Comedy,105
Dinotopia: Quest for the Ruby Sunstone,2005,Animation,75
The Confessor - La verità proibita,2004,Drama,91
House of D,2004,Comedy,97
Iowa,2005,Crime,104
Juoksuhaudantie,2004,Comedy,111
Karmen,2003,Drama,113
Koktebel,2003,Adventure,100
Lana's Rain,2002,Drama,107
Last Goodbye,2004,Drama,95
Sex Sells: The Making of 'Touché',2005,Comedy,96
Manevri na petiya etazh,1985,Comedy,94
Alien Sex Party,2003,Comedy,87
Pelikaanimies,2004,Adventure,90
Kukkia & sidontaa,2004,Comedy,114
Progulka,2003,Drama,90
Reckoning Day,2002,Action,105
Sams in Gefahr,2003,Family,96
Un amore in prestito,2005,Comedy,90
Team America,2004,Action,98
Vares - yksityisetsivä,2004,Action,95
The Animation Show,2003,Animation,94
Arouss el Nil,1963,Comedy,105
El bab el maftuh,1963,Drama,104
La moglie dell'avvocato,2003,Drama,105
Batman Begins,2005,Action,140
Böse Zellen,2003,Drama,120
Les choristes - I ragazzi del coro,2004,Drama,97
Company K,2004,Drama,102
Dead Clowns,2004,Horror,95
Paperino show,1960,Family,80
Dragon Wars,2007,Action,90
Eating Out,2004,Comedy,90
The Extra,2005,Comedy,96
Fallo!,2003,Drama,120
Flesh for the Beast,2003,Fantasy,89
Into the Mirror,2003,Action,113
Holla,2006,Horror,86
Imaginary Heroes,2004,Comedy,111
In Your Dreams,2008,Comedy,100
The Janitor,2003,Comedy,93
Viaggio al centro della Terra,2008,Action,93
Kung Fusion,2004,Action,99
El-Lailah el-Akhirah,1963,Mystery,120
Mind the Gap,2004,Comedy,134
The Orchestra,1990,Musical,52
Palnati Brahmanayudu,2003,Action,180
Ragile Gundelu,1985,Drama,127
Red Is the Color of,2007,Comedy,87
Saints and Soldiers,2003,Action,90
Triads Yardies & Onion Bhajees!,2003,Action,105
Detective a 2 ruote,2005,Action,95
The Wendell Baker Story,2005,Comedy,99
False verità,2005,Crime,107
Kiss Kiss Bang Bang,2005,Action,103
Arsenio Lupin,2004,Action,125
Atraco a las 3... y media,2003,Comedy,99
Bagland,2003,Drama,85
Baka no hakobune,2003,Comedy,111
Bayn el kasrain,1964,Drama,135
Bare Bea,2004,Drama,86
Ai qing ling yao,2002,Adventure,92
Boys,2003,Comedy,172
Casa de Areia,2005,Drama,115
Cattive inclinazioni,2003,Crime,95
Cinema Aspirinas e Urubus,2005,Adventure,99
Der Clown,2005,Action,104
Debiruman,2004,Action,112
Le dernier tunnel,2004,Crime,109
En garde,2004,Drama,94
Fukurô,2003,Comedy,119
Gangaajal,2003,Action,157
Getno,2004,Comedy,95
Halloween - The Beginning,2007,Horror,109
Harry Potter e l'Ordine della Fenice,2007,Action,138
Rampage: The Hillside Strangler Murders,2006,Crime,85
Chung on chi ma Gun,2004,Action,99
The Honeymooners,2005,Comedy,90
Umm el-Arusah,1963,Comedy,102
The Interpreter,2005,Crime,128
Mi piace lavorare (Mobbing),2004,Drama,89
Jaisi Karni Waisi Bharni,1989,Comedy,168
Jött egy busz...,2003,Comedy,100
Khullam Khulla Pyaar Karen,2005,Comedy,155
Kontroll,2003,Comedy,105
Libertas,2006,Biography,130
I Liza kai oloi oi alloi,2003,Comedy,109
Baak nin ho hap,2003,Comedy,93
Man About Dog,2004,Comedy,85
A Man's Gotta Do,2004,Comedy,100
Medurat Hashevet,2004,Drama,96
Môjû tai Issunbôshi,2001,Horror,95
Nomad - The Warrior,2005,Drama,112
Open Water,2003,Adventure,79
Peechha Karro,1986,Comedy,114
Pljacka Treceg rajha,2004,Comedy,105
Puños rosas,2004,Drama,100
Raghs dar ghobar,2003,Drama,100
El regalo de Silvia,2003,Drama,103
Replica,2005,Romance,66
I delitti della luna piena,2004,Drama,90
Dai zek lo,2003,Action,93
Searching for Bobby D,2005,Adventure,105
Slam,2003,Comedy,94
Strings,2004,Animation,92
Sugar,2004,Drama,78
Tamala 2010: A Punk Cat in Space,2002,Animation,92
Team Spirit 2,2003,Comedy,105
Tere Naam,2003,Action,132
The Tesseract,2003,Action,96
Scandalo a Londra,2004,Drama,91
Sof Ha'Olam Smola,2004,Drama,110
Agente speciale,2004,Drama,115
Turetskiy gambit,2005,Action,208
United,2003,Comedy,85
The Eliminator,2004,Action,90
I guerrieri del cielo e della terra,2003,Action,120
Infernal Affairs III,2003,Action,118
De zaak Alzheimer,2003,Action,123
È già ieri,2004,Comedy,90
Die Klasse von '99 - Schule war gestern Leben ist jetzt,2003,Drama,94
America Brown,2004,Drama,88
Amma Nanna O Tamila Ammayi,2003,Action,154
Arisan!,2003,Comedy,129
Vita da strega,2005,Comedy,102
Primavera estate autunno inverno... e ancora primavera,2003,Drama,103
Captivity,2007,Crime,96
Che - Guerriglia,2008,Biography,135
Il cane e il suo generale,2003,Animation,75
Così fan tutti,2004,Comedy,110
Lenny the Wonder Dog,2005,Adventure,84
Incident at Loch Ness,2004,Adventure,94
Footpath,2003,Action,164
Home Sick,2007,Horror,89
L'incruste,2004,Comedy,90
Jack Paradise (Les nuits de Montréal),2004,Musical,90
Lalsalu,2001,Comedy,110
Littoral,2004,Drama,96
Malice in Wonderland,2009,Adventure,87
Mariage mixte,2004,Comedy,104
Munna Bhai M.B.B.S.,2003,Comedy,156
Napoleon Dynamite,2004,Comedy,96
L'odore del sangue,2004,Drama,100
On the One,2005,Comedy,103
Remedy,2005,Crime,82
San Antonio,2004,Action,95
Sergeant Pepper,2004,Family,98
Sideways - In viaggio con Jack,2004,Comedy,127
Simhadri,2003,Action,170
Srabon Megher Din,2000,Drama,150
Drowning ghost - Oscure presenze,2004,Horror,100
Bobby Jones - Il genio del golf,2004,Biography,120
Tony 'n' Tina's Wedding,2004,Comedy,110
Tristano & Isotta,2006,Action,125
Until the Night,2004,Drama,87
Alfie,2004,Comedy,103
The Deep Below,2007,Adventure,85
White Noise - Non ascoltate,2005,Drama,101
You and Your Stupid Mate,2005,Comedy,85
Innocence,2004,Drama,122
Horas de luz,2004,Drama,98
12 B,2001,Comedy,150
AfterLife,2003,Drama,100
L'ennemi naturel,2004,Drama,97
Intrigo a Barcellona,2004,Action,98
Astro Boy,2009,Animation,94
Ayitha Ezhuthu,2004,Action,160
Black,2005,Drama,122
Chemins de traverse,2004,Drama,101
Chronic Bachelor,2003,Comedy,154
Il colore della verità,2003,Action,104
Crash: Contatto fisico,2004,Crime,112
Dhill,2001,Action,158
Encounter: The Killing,2002,Crime,150
L'amore fatale,2004,Drama,100
Gone But Not Forgotten,2003,Drama,94
